drug_id,drug_name,generic_names,trade_names,drug_type
PA166163226,cavosonstat,N91115,Unknown,Drug
PA166305962,CD20 (Clusters of Differentiation 20) inhibitors,Unknown,Unknown,Drug Class
PA166305963,CD22 (Clusters of Differentiation 22) inhibitors,Unknown,Unknown,Drug Class
PA166305981,CD38 (Clusters of Differentiation 38) inhibitors,Unknown,Unknown,Drug Class
PA166325661,cedirogant,"2-[1-[2,4-dichloro-3-[[7-chloro-5-(trifluoromethyl)indol-1-yl]methyl]benzoyl]piperidin-4-yl]acetic acid",Unknown,Drug
PA164776752,cefacetrile,"7-Cyanacetylamino-cephalosporansaeure, Cefacetrilo [inn-spanish], Cefacetrilum [inn-latin], Cephacetrile","Celospor, Celtol, Cristacef",Drug
PA164749137,cefaclor,"CCL, Cefaclor anhydrous, Cefaclorum [INN-Latin], Cephaclor","Alenfral, Alfacet, Alfatil, Ceclor, Ceclor CD, Distaclor, Kefral, Panacef, Panoral, Raniclor",Drug
PA448835,cefadroxil,"CDX, Cefadroxil Monohydrate, Cefradroxil","Baxan, Bidocef, Cefa-Drops, Cefamox, Cephos, Duracef, Kefroxil, Oracefal, Sedral, Sumacef, Ultracef",Drug
PA448886,cefalotin,"CLS, Cefalothin, Cefalotina [INN-Spanish], Cefalotine [INN-French], Cefalotinum [INN-Latin], Cephalothin, Cephalothin Sodium, Cephalothinum, Cephalotin","Averon-1, Cemastin, Coaxin, Keflin, Seffin",Drug
PA448837,cefamandole,"Cefadole, Cefamandole nafate",Mandol,Drug
PA448839,cefazolin,"CEZ, Cefazolin sodium, Cefazoline, Cephazolin",Ancef,Drug
PA164768739,cefdinir,"CFDN, Cefdirnir","Cefzon, Omnicef",Drug
PA164747187,cefditoren,"CDTR-PI, Cefditoren Pivaloyloxymethyl Ester, Cefditoren Pivoxil","Meiact, Spectracef",Drug
PA164754876,cefepime,"Cefepima [spanish], Cefepimum [latin]","Axepim, Cepimax, Cepimex, Maxcef, Maxipime",Drug
PA166351301,cefiderocol,"""(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-3-[[1-[2-[(2-chloro-3,4-dihydroxybenzoyl)amino]ethyl]pyrrolidin-1-ium-1-yl]methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"", ""Fetroja"", ""cefiderocol sulfate tosylate""",Unknown,Drug
PA164768821,cefixime,"Cefixim, Cefixima [Spanish], Cefixime Anhydrous, Cefiximum [Latin]","CFIX, Cefixoral, Cefspan, Cephoral, Oroken, Suprax, Unixime",Drug
PA164750569,cefmenoxime,"Cefmenoxima [INN-Spanish], Cefmenoxime hydrochloride, Cefmenoximum [INN-Latin]","Bestcall, Cefmax, Tacef",Drug
PA164746819,cefmetazole,"Cefmetazole sodium, Cefmetazolo [INN-Spanish], Cefmetazolum [INN-Latin]",Zefazone,Drug
PA164743021,cefonicid,"Cefonicido [inn-spanish], Cefonicidum [inn-latin]","Monocid, Praticef",Drug
PA448849,cefoperazone,"Cefoperazono [inn-spanish], Cefoperazonum [inn-latin]",Cefobid,Drug
PA164746057,ceforanide,"Ceforanido [INN-Spanish], Ceforanidum [INN-Latin]",Precef,Drug
PA448852,cefotaxime,"Cefotaxime sodium, Cephotaxime",Claforan,Drug
PA164784033,cefotetan,Cefotetanum [inn-latin],"Cefotan, Yamatetan",Drug
PA164749298,cefotiam,"CTM, Cefotiam hydrochloride, Cefotiamum [INN-Latin]",Ceradon,Drug
PA448856,cefoxitin,Unknown,"Mefoxin, Mefoxitin",Drug
PA164748136,cefpiramide,sm-1652,"Cefpiramide Sodium, Cefpiramide [USAN:INN], Cefpiramido [INN-Spanish], Cefpiramidum [INN-Latin]",Drug
PA164746385,cefpodoxime,"CPDX-PR, Cefpodoxime proxetil, ru 51807","Banan, Doxef, Orelox, Otreon, Podomexef, Vantin",Drug
PA164746342,cefprozil,"Cefprozil anhydrous, Cefprozilo [INN-Spanish], Cefprozilum [INN-Latin]","Arzimol, Brisoral, Cronocef, Procef, Serozil",Drug
PA448890,cefradine,Cephradine,Unknown,Drug
PA448861,ceftazidime,Unknown,"Ceftazidima [INN-Spanish], Ceftazidime Sodium In Plastic Container, Ceftazidime pentahydrate, Ceftazidimum [INN-Latin], Ceptaz, Fortaz, Fortaz In Plastic Container, Pentacef, Tazicef, Tazidime, Tazidime In Plastic Container",Drug
PA166324821,ceftazidime-avibactam,"""(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-8-oxo-3-(pyridin-1-ium-1-ylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate;[(2S,5R)-2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl] hydrogen sulfate"", ""ceftazidime & avibactam""",Unknown,Drug
PA164744555,ceftibuten,Unknown,Cedax,Drug
PA164748758,ceftizoxime,"Ceftizoxima [inn-spanish], Ceftizoximum [inn-latin]","Cefizox, Cefizox in plastic container, Ceftix, Epocelin, Eposerin",Drug
PA448866,ceftriaxone,"Cefatriaxone, Ceftriaxona [INN-Spanish], Ceftriaxonum [INN-Latin], Ceftriazone","Biotrakson, Rocephine",Drug
PA448868,cefuroxime,"Cefuroxim, Cefuroxime [USAN:BAN:INN], Cefuroximo [INN-Spanish], Cefuroximum [INN-Latin]","Ancef, Biofuroksym, Cedax, Cefizox, Cefobid, Cefotan, Ceftin, Cefurax, Cefuril, Cefzil, Cepazine, Cephuroxime, Duricef, Elobact, Kefurox, Kefzol, Kerurox, Mandol, Maxipime, Mefoxin, Monocid, Oraxim, Rocephin, Sharox, Velosef, Zinacef, Zinat, Zinnat",Drug
PA448871,celecoxib,"Celocoxib, celecoxib","Celebra, Celebrex, Onsenal",Drug
PA164924561,celiprolol,Unknown,Unknown,Drug
PA166251401,cemiplimab-rwlc,Unknown,LIBTAYO,Drug
PA166220421,cenicriviroc,"(5E)-8-[4-(2-butoxyethoxy)phenyl]-1-(2-methylpropyl)-N-(4-{(S)-[(1-propyl-1H-imidazol-5-yl)methyl]sulfinyl}phenyl)-1,2,3,4-tetrahydro-1-benzazocine-5-carboxamide",Unknown,Drug
PA164712604,Centrally acting antiobesity products,Unknown,Unknown,Drug Class
PA164712605,Centrally acting sympathomimetics,Unknown,Unknown,Drug Class
PA164712603,Central Nervous System,Unknown,Unknown,Drug Class
PA448883,cephalexin,"CEX, Cefalessina [DCIT], Cefalexin, Cefalexin Sodium, Cefalexina [INN-Spanish], Cefalexine [INN-French], Cefalexinum [INN-Latin], Cephalexin 1-hydrate, Cephalexin hydrate, Cephalexin monohydrate, Cephalexine, Cephalexinum","Alcephin, Alexin, Alsporin, Biocef, Carnosporin, Cefa-iskia, Cefablan, Cefadal, Cefadin, Cefadina, Cefaleksin, Cefalin, Cefaloto, Cefaseptin, Cefax, Ceforal, Cefovit, Celexin, Cepastar, Cepexin, Cephacillin, Cephanasten, Cephaxin, Cephin, Cepol, Ceporex, Ceporex Forte, Ceporexin, Ceporexin-E, Ceporexine, Check, Cophalexin, Durantel, Durantel DS, Ed A-Ceph, Erocetin, Factagard, Felexin, Fexin, Ibilex, Ibrexin, Inphalex, Kefalospes, Keflet, Keflex, Kefolan, Keforal, Keftab, Kekrinal, Kidolex, L-Keflex, Lafarine, Larixin, Lenocef, Lexibiotico, Lonflex, Lopilexin, Madlexin, Mamalexin, Mamlexin, Medoxine, Neokef, Neolexina, Novolexin, Nufex, Oracef, Oriphex, Oroxin, Ortisporina, Ospexin, Palitrex, Panixine Disperdose, Pectril, Pyassan, Roceph, Sanaxin, Sartosona, Sencephalin, Sepexin, Servispor, Sialexin, Sinthecillin, Sporicef, Sporidex, Syncl, Syncle, Synecl, Tepaxin, Tokiolexin, Uphalexin, Voxxim, Winlex, Zozarine",Drug
PA164781027,cephaloglycin,Unknown,"CEG, Cefaloglicina [INN-Spanish], Cefaloglycin, Cefaloglycine [INN-French], Cefaloglycinum [INN-Latin], Cephaloglycin anhydrous, Cephaloglycine, Cephaoglycin acid, D-Cephaloglycine, Kafocin, Kefglycin",Drug
PA164749340,cephapirin,"Cefapirin, Cefapirina [INN-Spanish], Cefapirine [INN-French], Cefapirinum [INN-Latin], Cefaprin, Cefaprin sodium, Cephapirin Sodium, Cephapirine","Ambrocef, Cefa, Cefadyl, Cefatrex, Cefatrexyl",Drug
PA166220607,cepharanthine,"(14S,27R)-22,33-dimethoxy-13,28-dimethyl-2,5,7,20-tetraoxa-13,28-diazaoctacyclo[25.6.2.216,19.13,10.121,25.04,8.031,35.014,39]nonatriaconta-1(33),3(39),4(8),9,16(38),17,19(37),21,23,25(36),31,34-dodecaene",Unknown,Drug
PA166124616,ceritinib,"2-(2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl)-N4-(2- isopropylsulfonyl)phenyl) pyrimidine-2,4-diamine","LDK378, Zykadia",Drug
PA448897,cerivastatin,"""Cerivastatin sodium"", ""Cerivastatin, sodium salt""","Baycol, Lipobay, Rivastatin",Drug
PA166169879,cerliponase alfa,Unknown,BRINEURA,Drug
PA165107055,certolizumab pegol,CDP870,cimzia,Drug
PA164764551,cerulenin,Unknown,Helicocerin,Drug
PA164774919,ceruletide,Unknown,Tymtran,Drug
PA448905,cetirizine,"Cetirizina [Spanish], Cetirizinum [Latin], Cetrizine Hcl","Alerlisin, Cetryn, Formistin, Hitrizin Film Tablet, Reactine, Setir, Virlix, Ziptek, Zirtek, Zyrlex, Zyrtec, Zyrtec Syrup, Zyrtec-D",Drug
PA164764506,cetrorelix,"Cetrorelix Acetate, Cetrorelixum [INN-Latin], PT-141, SB 75, SB-75, bremelanotide",Cetrotide,Drug
PA10040,cetuximab,"Anti EGFR, IMC-C225, cetuximab","Erbitux, Erbitux",Drug
PA164754754,cevimeline,"Cevimeline hydrochloride, Cevimeline hydrochloride hemihydrate, Cevimeline hydrochloride hydrate","Evoxac, Saligren",Drug
PA448918,charcoal preparations,Unknown,Unknown,Drug Class
PA164712606,Chemicals and reagents for analysis,Unknown,Unknown,Drug Class
PA164712607,Chemotherapeutics For Topical Use,Unknown,Unknown,Drug Class
PA165958403,chenodeoxycholic acid,"chenocholic acid, chenodesoxycholic acid, chenodiol","Chenix, Chenodal, Chenodiol",Drug
PA166359802,chiglitazar,"(2S)-3-[4-(2-carbazol-9-ylethoxy)phenyl]-2-[2-(4-fluorobenzoyl)anilino]propanoic acid, Carfloglitazar",Unknown,Drug
PA164748134,chlophedianol,"1-(2-Chlorophenyl)-3-(dimethylamino)-1-phenyl-1-propanol, 1-Phenyl-1-(o-chlorophenyl)-3-dimethylaminopropanol, 2-Chloro-alpha-(2-(dimethylamino)ethyl)benzhydrol, Alpha-(dimethylaminoethyl)-o-chlorobenzhydrol, Chlofedanol, Clofedano, Clofedanol, Clofedanolum [inn-latin], Clofedianolo [italian], Clophedianol base","Calmotusin, Coldrin, Dencyl, Detigon, Eutus, Tussistop, Ulo, Ulone",Drug
PA448925,chloral hydrate,Unknown,"Aquachloral Supprettes, Somnote",Drug
PA448926,chlorambucil,"Chlocambucil, Chloraminophen, Chloraminophene, Chlorbutin, Chlorbutine, Chloroambucil, Chlorobutin, Chlorobutine, Phenylbutyric Acid Nitrogen Mustard","Ambochlorin, Amboclorin, Ecloril, Elcoril, Leukeran, Leukeran Tablets, Leukersan, Leukoran, Linfolizin, Linfolysin, Pepstatin",Drug
PA448927,chloramphenicol,"CAF, CAM, CAP, CPh, Chloramfenikol, Chloramphenicole, Chloroamphenicol, Cloroamfenicolo, D-Chloramphenicol","Ak-Chlor Ophthalmic Ointment, Ak-Chlor Ophthalmic Solution, Ak-chlor, Alficetyn, Ambofen, Amphenicol, Amphicol, Amseclor, Anacetin, Aquamycetin, Austracil, Austracol, Biocetin, Biophenicol, Catilan, Chemicetin, Chemicetina, Chlomin, Chlomycol, Chlora-Tabs, Chloracol Ophthalmic Solution, Chloramex, Chloramficin, Chloramfilin, Chloramsaar, Chlorasol, Chloricol, Chlornitromycin, Chloro-25 vetag, Chlorocaps, Chlorocid, Chlorocid S, Chlorocide, Chlorocidin C, Chlorocidin C tetran, Chlorocol, Chlorofair, Chlorofair Ophthalmic Ointment, Chlorofair Ophthalmic Solution, Chloroject L, Chloromax, Chloromycetin Hydrocortisone, Chloromycetin Ophthalmic Ointment, Chloromycetin Palmitate, Chloromycetin for Ophthalmic Solution, Chloromycetny, Chloromyxin, Chloronitrin, Chloroptic, Chloroptic Ophthalmic Solution, Chloroptic S.O.P., Chloroptic-P S.O.P., Chlorovules, Cidocetine, Ciplamycetin, Cloramfen, Cloramficin, Cloramicol, Cloramidina, Clorocyn, Cloromisan, Clorosintex, Comycetin, Cylphenicol, Desphen, Detreomycin, Detreomycine, Dextromycetin, Doctamicina, Econochlor, Econochlor Ophthalmic Ointment, Econochlor Ophthalmic Solution, Elase-Chloromycetin, Embacetin, Emetren, Enicol, Enteromycetin, Erbaplast, Ertilen, Farmicetina, Farmitcetina, Fenicol, Fenicol Ophthalmic Ointment, Globenicol, Glorous, Halomycetin, Hortfenicol, I-Chlor Ophthalmic Solution, Intramycetin, Isicetin, Ismicetina, Isophenicol, Isopto fenicol, Juvamycetin, Kamaver, Kemicetina, Kemicetine, Klorita, Klorocid S, Leukamycin, Leukomyan, Leukomycin, Levomicetina, Levomitsetin, Levomycetin, Loromisan, Loromisin, Mastiphen, Mediamycetine, Medichol, Micloretin, Micochlorine, Micoclorina, Microcetina, Mychel, Mychel-Vet, Mycinol, Normimycin V, Novochlorocap, Novomycetin, Novophenicol, Ocu-Chlor Ophthalmic Ointment, Ocu-Chlor Ophthalmic Solution, Oftalent, Oleomycetin, Opclor, Opelor, Ophtho-Chloram Ophthalmic Solution, Ophthochlor, Ophthochlor Ophthalmic Solution, Ophthoclor, Ophthocort, Ophtochlor, Optomycin, Otachron, Otophen, Pantovernil, Paraxin, Pentamycetin, Pentamycetin Ophthalmic Ointment, Pentamycetin Ophthalmic Solution, Quemicetina, Rivomycin, Romphenil, Ronphenil, Septicol, Sificetina, Sintomicetina, Sintomicetine R, Sno-Phenicol, Sopamycetin Ophthalmic Ointment, Sopamycetin Ophthalmic Solution, Spectro-Chlor Ophthalmic Ointment, Spectro-Chlor Ophthalmic Solution, Stanomycetin, Synthomycetin, Synthomycetine, Synthomycine, Tega-Cetin, Tevcocin, Tevcosin, Tifomycin, Tifomycine, Tiromycetin, Treomicetina, Tyfomycine, Unimycetin, Veticol, Viceton",Drug
PA448932,chlordiazepoxide,Unknown,"A-Poxide, Abboxide, Apo-Chlordiazepoxide, Balance, CD 2, CDO, CDP, Chloradiazepoxide, Chlordiazachel, Chlordiazepoxid, Chlordiazepoxide Base, Chlordiazepoxide Hcl, Chlordiazepoxidum, Chloridazepoxide, Chloridiazepide, Chloridiazepoxide, Chlorodiazepoxide, Chlozepid, Clopoxide, Clordiazepossido, Contol, Decacil, Eden, Elenium, Helogaphen, Ifibrium, Kalmocaps, Librax, Librelease, Librinin, Libritabs, Librium, Limbitrol, Limbitrol Ds, Lygen, Menrium, Mesural, Methaminodiazepoxide, Mildmen, Multum, Napoton, Napton, Novo-Poxide, Psicosan, Radepur, Risolid, Silibrin, Tropium, Viopsicol",Drug
PA164776863,chlorhexidine,"Chlorhexidin [Czech], Chlorhexidine Base, Chlorhexidine Gluconate, Chlorhexidinum [INN-Latin], Cloresidina [DCIT], Clorhexidina [INN-Spanish], Decanoylacetaldehyde Sodium Sulfide","Bioscrub, Brian Care, Cida-Stat, Dyna-Hex, Exidine, Fimeil, Hexadol, Hibiclens, Hibidil, Hibiscrub, Hibisol, Hibispray, Hibistat, Hibitane, Microderm, Nolvasan, Oro-Clense, Peridex, Periochip, Periogard, Pharmaseal Scrub Care, Prevacare R, Rotersept, Savloclens, Savlon Babycare, Sodium Houttuyfonamide, Soretol, Steri-Stat, Sterido, Sterilon, Superspray, Tubulicid",Drug
PA164712608,Chlorine containing products,Unknown,Unknown,Drug Class
PA164748977,chlormerodrin,Unknown,"Chlormerodrine, Chlormeroprin, Chloromeridin, Chloromerodrin, Diurone, Hg-203 chlormerodrin, Katonil, Mercardox, Mercloran, Mercoral, Merculest, Merilid, Neogidrin, Neohydrin, Oricur, Percapyl, Promeran, Promerane",Drug
PA448939,chlormezanone,"Chlormethazanone, Chlormethazone, Chlormezanon, Chlormezanone [BAN:INN:JAN], Chlormezanonum [INN-Latin], Clormetazanone, Clormetazon, Clormezanona [INN-Spanish], Clormezanone [DCIT], Dichloromethazanone, Dichloromezanone, dl-Chlormezanone","Alinam, Banabil-sintyal, Banabin, Banabin-Sintyal, Banabin-syntyal, Bisina, Chlomedinon, Clorilax, Lobak, Mio-Sed, Miorilax, Muskel, Muskel-Trancopal, Myolespen, Phenarol, Rexan, Rilansyl, Rilaquil, Rilasol, Rilassol, Rilax, Rillasol, Supotran, Suprotan, Tanafol, Trancopal, Trancote, Tranrilax, Transanate",Drug
PA166122627,chlorocresol,Unknown,Unknown,Drug
PA448946,chloroprocaine,"Chloroprocain, Chloroprocaine hydrochloride, Chlorprocaine","Halestyn, Nesacaine-CE, Nesacaine-MPF",Drug
PA165958419,chloropyramine,"anaphylline, chlorpyramine, chlorpyraminum, halopyramine","Avapena, Suprastin, Synopen, Synpen",Drug
PA448948,chloroquine,"Chloraquine, Chlorochine, Chloroquina, Chloroquine Phosphate, Chloroquinium, Chlorquin, Clorochina, Hydroxychloroquine Sulfate","3377 RP opalate, Amokin, Aralen, Aralen HCl, Arechin, Arthrochin, Artrichin, Avlochlor, Avloclor, Bemaco, Bemaphate, Bemasulph, Benaquin, Bipiquin, Capquin, Chemochin, Chingamin, Chlorochin, Cidanchin, Cocartrit, Dawaquin, Delagil, Dichinalex, Elestol, Gontochin, Heliopar, Imagon, Iroquine, Klorokin, Lapaquin, Malaquin, Malaren, Malarex, Mesylith, Neochin, Nivachine, Nivaquine, Nivaquine B, Pfizerquine, Plaquenil, Quinachlor, Quinagamin, Quinagamine, Quinercyl, Quingamine, Quinilon, Quinoscan, Resochen, Resochin, Resoquina, Resoquine, Reumachlor, Reumaquin, Roquine, Sanoquin, Silbesan, Siragan, Solprina, Sopaquin, Tanakan, Tresochin, Trochin",Drug
PA448953,chlorothiazide,"Chlorothiazid, Chlorthiazide, Chlortiazid","Aldoclor, Alurene, Azide, Chloriazid, Chlorosal, Chlorurit, Chlotride, Chlrosal, Clotride, Diupres, Diuresal, Diuril, Diuril Boluses, Diurilix, Diurite, Diutrid, Esidrix, Flumen, Hydro-D, Hydrodiuril, Microzide, Minzil, Neo-Dema, Oretic, Salisan, Salunil, Saluretil, Saluric, Sk-Chlorothiazide, Thiazide, Urinex, Warduzide, Yadalan, Zide",Drug
PA164768822,chlorotrianisene,"CTA, Chloortrianisestrol, Chlorestrolo, Chlorotrianisenum [INN-Latin], Chlorotrianisine, Chlorotrianizen, Chlortrianisen, Chlortrianisene, Chlortrianisenum, Chlortrianisestrol, Chlortrianisoestrolum, Chlortrianizen, Clorotrianiseno [INN-Spanish]","Anisene, Chlorotrisin, Clorestrolo, Clorotrisin, Hormonisene, Khlortrianizen, Merbentul, Metace, Rianil, Tace, Tace-Fn, Trianisestrol",Drug
PA164754879,chloroxine,"CHQ, Chloroxyquinoline, Chlorquinol, Dichlorohydroxyquinoline, Dichloroquinolinol, Dichloroxin, Dikhloroskin","Capitrol, Chlofucid, Clofuzid, Endiaron, Quesyl, Quinolor, Quixalin",Drug
PA164784022,chlorphenesin,"Chlorophenesin, Chlorphenesine [INN-French], Chlorphenesinum [INN-Latin], Clorfenesina [INN-Spanish], alpha-Glyceryl ether, p-Chlorophenyl, p-Chlorophenyl glyceryl ether","Adermykon, Demykon, Gechophen, Gecophen, Maolate, Mycil",Drug
PA448960,chlorpheniramine,"Chloropheniramine, Chlorophenylpyridamin, Chlorophenylpyridamine, Chloroprophenpyridamine, Chlorphenamine, Chlorpheniramine Maleate, Chlorprophenpyridamine, Clorfeniramina, Dexchlorpheniramine, Dexchlorpheniramine Maleate","Aller-Chlor, Allergican, Allergisan, Antagonate, Chlo-Amine, Chlor-Trimeton, Chlor-Trimeton Allergy, Chlor-Trimeton Repetabs, Chlor-Tripolon, Chlorate, Chloropiril, Cloropiril, Efidac 24 Chlorpheniramine Maleate, Gen-Allerate, Haynon, Histadur, Kloromin, Mylaramine, Novo-Pheniram, Pediacare Allergy Formula, Phenetron, Piriton, Polaramine, Polaronil, Pyridamal 100, Telachlor, Teldrin",Drug
PA165857067,chlorproguanil,Unknown,Unknown,Drug
PA166228322,Chlorproguanil / Dapsone,Unknown,Unknown,Drug
PA448964,chlorpromazine,Unknown,"Chloropromazine, Chlorpromanyl, Chlorpromanyl-20, Chlorpromanyl-40, Chlorpromazine Hydrochloride Intensol, Largactil, Largactil Liquid, Largactil Oral Drops, Novo-Chlorpromazine, Thorazine, Thorazine Spansule",Drug
PA448966,chlorpropamide,chlorporpamide,"Adiaben, Apo-Chlorpropamide, Asucrol, Catanil, Chlorodiabina, Chloronase, Chloropropamide, Chlorpropamid, Chlorpropamide Bp/ Usp, Clorpropamide, Diabaril, Diabechlor, Diabenal, Diabenese, Diabeneza, Diabet-Pages, Diabetoral, Diabinese, Diamel Ex, Dynalase, Glisema, Glucamide, Insulase, Meldian, Melitase, Mellinese, Millinese, Novo-Propamide, Oradian, Stabinol",Drug
PA164781400,chlorprothixene,"Alpha-Chlorprothixene, CPT, CPX, Chloroprothixene, Chlorprothixen, Chlorprothixine, Chlorprotixen, Chlorprotixene, Chlorprotixine, Chlothixen, Cis-Chlorprothixene","Iaractan, Paxyl, Rentovet, Tactaran, Taractan, Tarasan, Tardan, Traquilan, Trictal, Truxal, Truxaletten, Truxil, Vetacalm",Drug
PA448970,chlorthalidone,"Chlorothalidone, Chlorphthalidolone, Chlorphthalidone, Chlortalidone, Chlorthalidon, Clodronic Acid","Higroton, Hydro-Long, Hygroton, Igroton, Isoren, Natriuran, Oradil, Phthalamodine, Phthalamudine, Renon, Saluretin, Tenoretic, Thalitone, Zambesil",Drug
PA448971,chlorzoxazone,"Chloroxazone, Chlorzoxane, Chlorzoxazon","Biomioran, EZE-DS, Escoflex, Flexazone, Mioran, Miotran, Myoflexin, Myoflexine, Neoflex, Paraflex, Parafon Forte Dsc, Pathorysin, Relaxazone, Remular, Remular-S, Solaxin, Strifon Forte Dsc, Usaf Ma-10",Drug
PA164748138,cholecalciferol,"""(+)-vitamin d3"", ""CC"", ""Cholecalciferol, D3"", ""Colecalciferol"", ""Vitamin D3""","Calciol, Delsterol, Delta-D, Deparal, Oleovitamin D3, Provitamin D3, Provitamine, Provitina, Ricketon","Drug, Biological Intermediate"
PA164712609,Cholera vaccines,Unknown,Unknown,Drug Class
PA448974,cholestyramine,Colestyramine,"Cholybar, Locholest, Locholest light, Novo-Cholamine, Novo-Cholamine Light, PMS Cholestyramine, Prevalite, Questran, Questran Light",Drug
PA166160055,cholic acid,Unknown,Unknown,Drug
PA448976,choline,"""(2-Hydroxyethyl)trimethylammonium"", ""2-Hydroxy-N,N,N-trimethylethanaminium"", ""Bilineurine"", ""Choline cation"", ""Choline ion"", ""Cholinum"", ""n,n,n-trimethylethanol-ammonium"", ""n-trimethylethanolamine"", ""trimethylethanolamine""",Unknown,Drug
PA164712610,Choline derivatives,Unknown,Unknown,Drug Class
PA164712611,Choline esters,Unknown,Unknown,Drug Class
PA166182865,CHOP,Unknown,Unknown,Drug
PA164783947,choriogonadotropin alfa,"CG-beta, Choriogonadotropin beta chain precursor, Chorionic gonadotrophin beta subunit","Novarel, Novarel, Ovidrel, Ovidrel, Pregnyl, Pregnyl, Profasi, Profasi",Drug
PA449804,chorionic gonadotropin,human chorionic gonadotropin,"A.P.L., Chorex, Chorionic Gonadotropin, Follutein, Novarel, Pregnyl, Profasi, Profasi HP","Drug, Biological Intermediate"
PA164712612,Cicatrizants,Unknown,Unknown,Drug Class
PA164781399,ciclesonide,ciclesonide,Alvesco,Drug
PA164747060,ciclopirox,"CPO, Ciclopirox Olamin, Ciclopirox-Olamin, Ciclopiroxum [INN-Latin], HOE 296b, HOE-296b, ciclopirox, ciclopiroxolamine","Loprox, Loprox Shampoo, Penlac, Penlac Nail Lacquer, Stieprox",Drug
PA448997,cidofovir,"CDV, Cidofovir Anhydrous","HPMPC, Vistide",Drug
PA448998,cilastatin,Unknown,Unknown,Drug
PA164748302,cilazapril,inhibace,Unknown,Drug
PA164924491,cilengitide,Unknown,Unknown,Drug
PA165948031,cilomilast,Unknown,Unknown,Drug
PA164746334,cilostazol,"Cilostazole, Cilostazolum [INN-Latin]","Pletaal, Pletal",Drug
PA449001,cimetidine,"Cimetidine A/AB, Cimetidine Hcl","Acibilin, Acinil, Cimal, Cimetag, Cimetum, Dyspamet, Edalene, Eureceptor, Gastromet, Peptol, Tagamet, Tagamet HB, Tagamet HB 200, Tametin, Tratul, Ulcedin, Ulcedine, Ulcerfen, Ulcimet, Ulcofalk, Ulcomedina, Ulcomet, Ulhys",Drug
PA164776671,cinacalcet,Unknown,Sensipar,Drug
PA164743057,cinalukast,Unknown,Cinalukast [Usan:Inn],Drug
PA165958427,cinitapride,Unknown,"Blaston, Cidine, Cinmove, Cintapro, Paxapride, Pemix",Drug
PA164749342,cinnarizine,Unknown,"Abitrate, Aplactan, Aplexal, Apotomin, Artate, Carecin, Cerebolan, Cerepar, Cinaperazine, Cinazyn, Cinnacet, Cinnageron, Cinnarizine Stugeron, Corathiem, Denapol, Dimitron, Dimitronal, Eglen, Folcodal, Giganten, Glanil, Hilactan, Ixertol, Katoseran, Labyrin, Lazeta, Marisan, Midronal, Mitronal, Olamin, Processine, Sedatromin, Sepan, Siptazin, Spaderizine, Stugeron, Stutgeron, Stutgin, Toliman",Drug
PA164748034,cinolazepam,Cinolazepamum [inn-latin],Gerodorm,Drug
PA449007,cinoxacin,Unknown,Cinobac,Drug
PA449009,ciprofloxacin,"Ciprofloxacin HCl, Ciprofloxacin dihydrochloride, Ciprofloxacin hydrochloride, Ciprofloxacin monohydrochloride, Ciprofloxacina, ciprofloxacin","Bacquinor, Baycip, Bernoflox, Ciflox, Cifloxin, Ciloxan, Ciprinol, Cipro, Cipro I.V., Cipro XL, Cipro XR, Ciprobay, Ciprocinol, Ciprodar, Cipromycin, Ciproquinol, Ciproxan, Ciproxin, Flociprin, Floxin, Ocuflox, Proquin XR, Septicide, Velomonit",Drug
PA449011,cisapride,cisapride,"Acenalin, Alimix, Cipril, Enteropride, Kinestase, Prepulsid, Pridesia, Propulsid, Propulsid Quicksolv, Propulsin, Risamal, Syspride",Drug
PA164744925,cisatracurium besylate,Unknown,"Atracurium Besylate, Atracurium Besylate Preservative Free, Nimbex, Tracrium Preservative Free",Drug
PA449014,cisplatin,"CACP, CPDC, CPDD, Cis-DDP, Cis-Diaminedichloroplatinum, Cis-Diamminedichloroplatinum, DDP, DDPT, Diamminedichloroplatinum, Platinum Ammine Chloride, Platinum Ammonium Chloride, Platinum Diamine Dichloride, Trans-DDP, Trans-Diaminedichloroplatinum, Trans-Diamminedichloroplatinum, Trans-Dichlorodiammine Platinum, Trans-Platinumdiammine Dichloride","Abiplatin, Biocisplatinum, Briplatin, Carboquone, Cis Pt II, Cismaplat, Cisplatine, Cisplatyl, Citoplationo, Lederplatin, Neoplatin, Plastin, Platamine, Platiblastin, Platidiam, Platinex, Platinol, Platinol-AQ, Platinoxan, Randa",Drug
